seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
contig_22764	5582	No terminal repeats	11	11	0.9867	NA	0	2.7124	NA	NA
contig_6667	7460	No terminal repeats	13	11	0.9867	NA	0	6.0165	NA	NA
contig_25987	3290	No terminal repeats	4	11	0.9867	NA	0	1.7183	NA	NA
contig_5873	7575	No terminal repeats	9	11	0.9866	NA	0	0.4591	NA	NA
contig_13879	2324	No terminal repeats	6	11	0.9866	NA	1	0.9372	NA	NA
contig_21924	3306	No terminal repeats	7	11	0.9866	NA	0	2.0376	NA	NA
contig_9192	4168	No terminal repeats	8	11	0.9866	NA	0	2.9355	NA	NA
contig_14814	2749	No terminal repeats	4	11	0.9866	NA	0	1.2173	NA	NA
contig_4532	2928	No terminal repeats	5	11	0.9866	NA	0	1.4952	NA	NA
contig_808	5556	No terminal repeats	12	11	0.9865	NA	0	4.5034	NA	NA
contig_8896	5986	No terminal repeats	9	11	0.9865	NA	0	1.7183	NA	NA
contig_848	4136	No terminal repeats	8	11	0.9865	NA	0	2.5072	NA	NA
contig_903	2596	No terminal repeats	4	11	0.9865	NA	0	1.2900	NA	NA
contig_618	6238	No terminal repeats	10	11	0.9865	NA	0	2.5072	NA	NA
contig_539	3438	No terminal repeats	8	11	0.9865	NA	0	2.4659	NA	NA
contig_20478	2330	No terminal repeats	3	11	0.9864	NA	1	0.9293	NA	NA
contig_5386	4272	No terminal repeats	8	11	0.9864	NA	0	6.5330	NA	NA
contig_26144	16668	No terminal repeats	28	11	0.9864	NA	0	9.5946	NA	NA
contig_14320	2773	No terminal repeats	2	11	0.9864	NA	1	1.0574	NA	NA
contig_21775	6675	No terminal repeats	7	11	0.9864	NA	0	2.5111	NA	NA
contig_601	8590	No terminal repeats	18	11	0.9863	NA	0	6.8831	NA	NA
contig_23897	3947	No terminal repeats	8	11	0.9863	NA	0	3.0083	NA	NA
contig_7687	6050	No terminal repeats	14	11	0.9863	NA	0	5.4014	NA	NA
contig_2416	13359	No terminal repeats	14	11	0.9863	NA	0	2.8682	NA	NA
contig_13819	2832	No terminal repeats	5	11	0.9863	NA	0	2.4659	NA	NA
contig_5323	14174	No terminal repeats	17	11	0.9862	NA	1	2.3250	NA	NA
contig_25793	13736	No terminal repeats	20	11	0.9862	NA	0	2.6249	NA	NA
contig_15281	7066	No terminal repeats	14	11	0.9861	NA	1	3.2260	MOBP2	NA
contig_682	2847	No terminal repeats	4	11	0.9861	NA	0	1.2900	NA	NA
contig_3553	11709	No terminal repeats	22	11	0.9861	NA	0	1.5683	MOBT	NA
contig_16534	2827	No terminal repeats	5	11	0.9861	NA	0	1.9648	NA	NA
contig_620	9982	No terminal repeats	16	11	0.9860	NA	0	2.9355	NA	NA
contig_25101	28577	No terminal repeats	34	11	0.9860	NA	2	13.7201	FATA_cd411;FATA_prgL;FATA_prgL	NA
contig_15205	6525	No terminal repeats	12	11	0.9859	NA	0	3.7559	NA	NA
contig_16909	2679	No terminal repeats	6	11	0.9859	NA	1	1.0615	NA	NA
contig_4961	22258	No terminal repeats	30	11	0.9859	NA	0	7.0742	FATA_prgL	NF033068
contig_19288	6476	No terminal repeats	6	11	0.9859	NA	0	2.3973	NA	NA
contig_16184	3506	DTR	4	11	0.9858	NA	0	0.6129	NA	NA
contig_2549	3526	No terminal repeats	3	11	0.9858	NA	0	1.1986	NA	NA
contig_26204	5127	No terminal repeats	9	11	0.9858	NA	0	3.1946	MOBT;MOBT	NA
contig_9792	3596	No terminal repeats	10	11	0.9857	NA	0	1.3861	MOBT	NA
contig_10784	4901	No terminal repeats	5	11	0.9857	NA	0	0.5424	NA	NA
contig_512	3897	No terminal repeats	6	11	0.9856	NA	0	1.9648	NA	NA
contig_22686	3490	No terminal repeats	8	11	0.9856	NA	0	2.0376	NA	NA
contig_3781	3524	No terminal repeats	10	11	0.9855	NA	0	3.9610	NA	NA
contig_836	2780	No terminal repeats	5	11	0.9855	NA	0	1.2173	NA	NA
contig_3045	4709	No terminal repeats	8	11	0.9855	NA	0	2.5800	NA	NA
contig_5245	11756	No terminal repeats	14	11	0.9854	NA	1	1.7122	NA	NA
contig_10062	3407	No terminal repeats	6	11	0.9854	NA	0	1.2900	NA	NA
contig_2344	13324	No terminal repeats	20	11	0.9854	NA	0	3.6468	NA	NA
contig_21569	12271	No terminal repeats	15	11	0.9852	NA	4	12.0655	MOBP1	NA
contig_24385	19338	No terminal repeats	22	11	0.9852	NA	3	10.6217	NA	NA
contig_7179	8476	No terminal repeats	12	11	0.9852	NA	0	2.3235	NA	NA
contig_3555	17159	No terminal repeats	20	11	0.9852	NA	2	3.7209	MOBT;FA_orf13;FA_orf17b	NA
contig_25346	41036	No terminal repeats	40	11	0.9852	NA	2	9.5425	MOBP2	NA
contig_15009	5724	No terminal repeats	12	11	0.9852	NA	0	1.7183	NA	NA
contig_916	3163	No terminal repeats	8	11	0.9851	NA	0	1.2173	NA	NA
contig_773	3252	No terminal repeats	7	11	0.9851	NA	0	2.2607	NA	NA
contig_6706	4527	No terminal repeats	7	11	0.9851	NA	1	0.8983	NA	NA
contig_14298	6009	No terminal repeats	13	11	0.9850	NA	0	0.0279	NA	NA
contig_858	3750	No terminal repeats	7	11	0.9850	NA	0	1.9648	NA	NA
contig_4194	64187	No terminal repeats	79	11	0.9849	NA	0	10.0478	FATA_prgL;FATA_prgL	NA
contig_20017	3670	No terminal repeats	9	11	0.9849	NA	1	1.7183	FA_orf17b	NA
contig_25706	22258	No terminal repeats	43	11	0.9849	NA	0	10.6185	MOBT;MOBT;MOBT;MOBT;MOBT;MOBT;MOBT	NA
contig_14037	7817	No terminal repeats	13	11	0.9849	NA	0	1.1227	FATA_prgIc	NA
contig_25551	2964	No terminal repeats	3	11	0.9848	NA	1	1.0535	MOBV	NA
contig_22691	3231	No terminal repeats	6	11	0.9848	NA	0	1.2173	NA	NA
contig_20456	2831	No terminal repeats	6	11	0.9847	NA	0	1.4952	NA	NA
contig_21555	3483	No terminal repeats	6	11	0.9846	NA	0	1.4952	NA	NA
contig_18603	3175	No terminal repeats	5	11	0.9846	NA	0	1.2173	NA	NA
contig_20614	5997	No terminal repeats	10	11	0.9846	NA	0	2.5800	NA	NA
contig_7559	6856	No terminal repeats	12	11	0.9846	NA	0	5.7049	NA	NA
contig_16296	3483	No terminal repeats	6	11	0.9846	NA	0	1.4206	MOBT	NA
contig_13633	6056	No terminal repeats	10	11	0.9845	NA	0	2.5072	NA	NA
contig_9246	14769	No terminal repeats	11	11	0.9845	NA	0	2.3417	NA	NA
contig_23127	5375	No terminal repeats	11	11	0.9845	NA	0	2.5800	NA	NA
contig_24441	19115	No terminal repeats	31	11	0.9845	NA	0	1.8211	NA	NA
contig_23385	3050	No terminal repeats	4	11	0.9845	NA	0	3.1299	NA	NA
contig_23244	5618	No terminal repeats	12	11	0.9845	NA	0	3.4600	NA	NA
contig_4878	6736	No terminal repeats	8	11	0.9845	NA	1	1.8531	NA	NA
contig_7242	5650	No terminal repeats	10	11	0.9845	NA	0	3.6831	NA	NA
contig_13346	3475	No terminal repeats	4	11	0.9845	NA	0	0.9020	NA	NA
contig_17530	6364	No terminal repeats	14	11	0.9845	NA	0	4.5034	NA	NA
contig_25942	5002	No terminal repeats	10	11	0.9845	NA	0	2.7852	NA	NA
contig_4534	3101	No terminal repeats	6	11	0.9845	NA	0	1.2900	NA	NA
contig_4198	21041	No terminal repeats	22	11	0.9844	NA	0	6.4473	NA	NA
contig_24788	7632	No terminal repeats	10	11	0.9844	NA	0	1.0848	NA	NA
contig_15693	6195	No terminal repeats	8	11	0.9844	NA	0	1.4408	NA	NA
contig_23521	4426	No terminal repeats	6	11	0.9844	NA	0	1.3072	NA	NA
contig_7569	48652	No terminal repeats	58	11	0.9844	NA	2	2.9156	MOBP2	NA
contig_16541	3388	No terminal repeats	8	11	0.9844	NA	0	2.4659	NA	NA
contig_846	4491	No terminal repeats	7	11	0.9843	NA	0	1.6869	NA	NA
contig_24160	13162	No terminal repeats	20	11	0.9843	NA	0	6.0394	NA	NA
contig_867	4330	No terminal repeats	9	11	0.9843	NA	0	2.0376	NA	NA
contig_5231	12035	No terminal repeats	11	11	0.9843	NA	1	2.7426	FA_orf13;FA_orf17b	NA
contig_23887	3430	No terminal repeats	6	11	0.9842	NA	0	1.9648	NA	NA
contig_2118	11158	No terminal repeats	17	11	0.9842	NA	0	0.9851	NA	NA
contig_13255	6243	No terminal repeats	7	11	0.9841	NA	0	1.6845	NA	NA
contig_5135	7662	No terminal repeats	5	11	0.9841	NA	0	2.3973	NA	NA
contig_10705	4040	No terminal repeats	6	11	0.9840	NA	0	1.4389	NA	NA
contig_6766	8648	No terminal repeats	12	11	0.9840	NA	0	2.5092	NA	NA
contig_16122	8116	No terminal repeats	6	11	0.9840	NA	0	2.3973	NA	NA
contig_4039	18703	No terminal repeats	20	11	0.9839	NA	1	0.8580	NA	NA
contig_8430	5643	No terminal repeats	6	11	0.9839	NA	0	2.2834	NA	NA
contig_684	3563	No terminal repeats	7	11	0.9837	NA	0	2.5072	NA	NA
contig_18159	5978	No terminal repeats	13	11	0.9837	NA	0	3.6831	NA	NA
contig_866	2629	No terminal repeats	5	11	0.9837	NA	0	1.7597	NA	NA
contig_22833	2911	No terminal repeats	7	11	0.9837	NA	0	1.4952	NA	NA
contig_22532	2818	No terminal repeats	6	11	0.9836	NA	0	1.4952	NA	NA
contig_26188	6616	No terminal repeats	8	11	0.9836	NA	1	3.1891	MOBP1;FATA_cd411	NA
contig_23224	5012	No terminal repeats	11	11	0.9836	NA	0	1.9648	NA	NA
contig_23118	9911	No terminal repeats	11	11	0.9836	NA	0	5.4252	NA	NA
contig_821	2795	No terminal repeats	6	11	0.9836	NA	0	1.2900	NA	NA
contig_7126	8083	No terminal repeats	17	11	0.9836	NA	0	3.5285	NA	NA
contig_7553	4440	No terminal repeats	8	11	0.9835	NA	0	2.9355	NA	NA
contig_760	3770	No terminal repeats	7	11	0.9835	NA	0	1.2900	NA	NA
contig_21151	7851	No terminal repeats	15	11	0.9835	NA	0	3.3276	NA	NA
contig_21587	3179	No terminal repeats	5	11	0.9835	NA	0	1.2900	NA	NA
contig_13815	6077	No terminal repeats	10	11	0.9835	NA	0	1.8797	NA	NA
contig_24525	8013	No terminal repeats	8	11	0.9834	NA	0	3.1818	NA	NA
contig_6296	8071	No terminal repeats	12	11	0.9834	NA	0	1.1772	NA	NF033135
contig_14892	3355	No terminal repeats	6	11	0.9834	NA	0	2.0376	NA	NA
contig_17334	3203	No terminal repeats	4	11	0.9834	NA	0	1.2173	NA	NA
contig_22315	6922	No terminal repeats	6	11	0.9834	NA	0	2.3973	NA	NA
contig_22968	2880	No terminal repeats	7	11	0.9834	NA	0	1.4952	NA	NA
contig_15234	2976	No terminal repeats	5	11	0.9833	NA	0	0.8532	NA	NA
contig_21463	3597	No terminal repeats	7	11	0.9833	NA	0	2.0376	NA	NA
contig_18280	3488	No terminal repeats	6	11	0.9833	NA	0	1.2900	NA	NA
contig_661	3634	No terminal repeats	7	11	0.9832	NA	0	1.9648	NA	NA
contig_25566	8232	No terminal repeats	11	11	0.9832	NA	0	1.8040	NA	NA
contig_13337	7836	No terminal repeats	16	11	0.9832	NA	0	3.3581	NA	NA
contig_3375	4038	No terminal repeats	3	11	0.9832	NA	0	1.1986	NA	NA
contig_15662	4694	No terminal repeats	9	11	0.9831	NA	0	3.4366	NA	NA
contig_7182	5791	No terminal repeats	9	11	0.9831	NA	0	1.6673	NA	NA
contig_8312	3342	No terminal repeats	5	11	0.9831	NA	0	5.1548	NA	NA
contig_719	3400	No terminal repeats	6	11	0.9831	NA	0	1.9648	NA	NA
contig_657	3892	No terminal repeats	8	11	0.9830	NA	0	2.5072	NA	NA
contig_914	2902	No terminal repeats	5	11	0.9830	NA	0	1.4952	NA	NA
contig_5888	11408	No terminal repeats	18	11	0.9830	NA	0	0.8141	NA	NA
contig_769	5200	No terminal repeats	12	11	0.9830	NA	0	3.6831	NA	NA
contig_14033	5653	No terminal repeats	10	11	0.9829	NA	0	3.5328	NA	NA
contig_16976	7160	No terminal repeats	7	11	0.9829	NA	0	2.9397	NA	NA
contig_12666	3694	No terminal repeats	6	11	0.9829	NA	0	1.2900	NA	NA
contig_658	3552	No terminal repeats	7	11	0.9829	NA	0	1.2173	NA	NA
contig_16052	6224	No terminal repeats	9	11	0.9828	NA	0	0.4876	NA	NA
contig_24406	3216	No terminal repeats	5	4	0.9828	NA	1	1.8201	NA	NA
contig_16199	10929	No terminal repeats	18	11	0.9828	NA	2	1.8586	NA	NA
contig_762	3464	No terminal repeats	8	11	0.9827	NA	0	2.0376	NA	NA
contig_548	3672	No terminal repeats	6	11	0.9826	NA	0	1.2900	NA	NA
contig_19467	2895	No terminal repeats	3	11	0.9826	NA	0	1.6819	NA	NA
contig_21801	3530	No terminal repeats	7	11	0.9826	NA	0	2.0376	NA	NA
contig_26078	30516	No terminal repeats	52	11	0.9825	NA	6	8.0305	NA	NA
contig_23519	2920	No terminal repeats	2	11	0.9825	NA	1	1.7134	NA	NA
contig_21107	5568	No terminal repeats	11	11	0.9825	NA	0	3.2548	NA	NA
contig_701	2913	No terminal repeats	7	11	0.9825	NA	0	2.7124	NA	NA
contig_3478	6919	No terminal repeats	6	11	0.9825	NA	0	2.2834	NA	NA
contig_7937	9719	No terminal repeats	19	11	0.9825	NA	0	2.5064	NA	NA
contig_25405	4077	No terminal repeats	4	11	0.9824	NA	0	0.2748	NA	NA
contig_3429	5711	No terminal repeats	6	11	0.9824	NA	0	2.3973	NA	NA
contig_25796	24952	No terminal repeats	33	11	0.9824	NA	1	10.1035	FATA_prgL;FATA_prgL	NA
contig_8840	5224	No terminal repeats	5	11	0.9823	NA	0	1.8585	NA	NA
contig_8429	5686	No terminal repeats	6	11	0.9823	NA	0	2.2834	NA	NA
contig_25657	9952	No terminal repeats	14	11	0.9823	NA	0	5.0125	NA	NA
contig_15671	7000	No terminal repeats	13	11	0.9822	NA	0	2.5072	NA	NA
contig_13705	5131	No terminal repeats	7	11	0.9822	NA	0	1.5208	NA	NA
contig_4100	6193	No terminal repeats	4	11	0.9822	NA	0	0.4488	NA	NA
contig_24838	3800	No terminal repeats	9	11	0.9822	NA	0	1.6799	NA	NA
contig_2119	11854	No terminal repeats	19	11	0.9822	NA	0	1.5687	NA	NF033135
contig_23903	5556	No terminal repeats	13	11	0.9822	NA	0	3.4779	NA	NA
contig_16533	4604	No terminal repeats	8	11	0.9821	NA	0	2.0376	NA	NA
contig_5952	2738	No terminal repeats	5	11	0.9821	NA	0	1.2900	NA	NA
contig_23678	3172	No terminal repeats	4	11	0.9821	NA	0	2.2394	NA	NA
contig_10968	7539	No terminal repeats	10	11	0.9821	NA	0	1.0797	NA	NA
contig_6962	10833	No terminal repeats	19	11	0.9820	NA	0	1.7234	NA	NA
contig_898	2835	No terminal repeats	6	11	0.9820	NA	0	2.0376	NA	NA
contig_864	3857	No terminal repeats	7	11	0.9820	NA	0	2.9355	NA	NA
contig_22405	6619	No terminal repeats	7	11	0.9820	NA	0	2.3973	NA	NA
contig_21900	5578	No terminal repeats	12	11	0.9820	NA	0	2.4345	NA	NA
contig_243	48340	No terminal repeats	53	11	0.9820	NA	0	6.7757	NA	NA
contig_16166	2765	No terminal repeats	5	11	0.9819	NA	0	1.4952	NA	NA
contig_5278	6771	No terminal repeats	13	11	0.9819	NA	0	1.1454	NA	NA
contig_14182	3770	No terminal repeats	7	11	0.9819	NA	0	2.0376	NA	NA
contig_20892	4954	No terminal repeats	8	11	0.9819	NA	0	1.6869	NA	NA
contig_4956	14640	No terminal repeats	17	11	0.9819	NA	0	2.9502	NA	NA
contig_20825	5936	No terminal repeats	11	11	0.9819	NA	0	3.3276	NA	NA
contig_758	3604	No terminal repeats	8	11	0.9818	NA	0	3.7559	NA	NA
contig_680	4339	No terminal repeats	8	11	0.9818	NA	0	1.9648	NA	NA
contig_22061	5870	No terminal repeats	10	11	0.9818	NA	0	3.7559	NA	NA
contig_3138	16809	No terminal repeats	16	11	0.9818	NA	0	3.1584	NA	NA
contig_21438	13750	No terminal repeats	22	11	0.9818	NA	1	4.8157	MOBP1	NA
contig_9769	6086	No terminal repeats	11	11	0.9817	NA	0	3.3276	NA	NA
contig_751	3143	No terminal repeats	7	11	0.9817	NA	0	1.4952	NA	NA
contig_8007	2655	No terminal repeats	4	11	0.9816	NA	0	1.7183	NA	NA
contig_5148	7464	No terminal repeats	5	11	0.9816	NA	0	2.3973	NA	NA
contig_4220	6720	No terminal repeats	6	11	0.9815	NA	0	2.3973	NA	NA
contig_3153	5120	No terminal repeats	2	11	0.9815	NA	0	1.7183	NA	NA
contig_7056	27009	No terminal repeats	30	11	0.9815	NA	0	5.4261	NA	NA
contig_25249	16570	No terminal repeats	17	11	0.9814	NA	0	9.9360	NA	NA
contig_3564	7877	No terminal repeats	12	11	0.9813	NA	0	0.3900	NA	NA
contig_2932	2880	No terminal repeats	5	11	0.9813	NA	0	2.7786	NA	NA
contig_813	3928	No terminal repeats	7	11	0.9812	NA	0	1.7597	NA	NA
contig_5188	5289	No terminal repeats	5	11	0.9812	NA	0	1.7410	NA	NA
contig_9059	18566	No terminal repeats	22	11	0.9812	NA	0	3.3100	NA	NA
contig_5261	15448	No terminal repeats	24	11	0.9812	NA	0	5.2546	NA	NA
contig_22623	5988	No terminal repeats	13	11	0.9811	NA	0	2.5072	NA	NA
contig_21958	2819	No terminal repeats	7	11	0.9811	NA	0	1.4952	NA	NA
contig_3136	16043	No terminal repeats	15	11	0.9810	NA	0	2.6272	NA	NA
contig_20029	5785	No terminal repeats	11	11	0.9810	NA	0	3.5328	NA	NA
contig_4201	21238	No terminal repeats	22	11	0.9810	NA	0	4.5402	NA	NA
contig_670	3394	No terminal repeats	7	11	0.9810	NA	0	1.2173	NA	NA
contig_8563	11091	No terminal repeats	12	11	0.9810	NA	0	1.7183	NA	NA
contig_2170	3902	No terminal repeats	5	11	0.9810	NA	0	4.9187	NA	NA
contig_3512	3857	No terminal repeats	7	11	0.9810	NA	0	2.9397	NA	NA
contig_774	2545	No terminal repeats	5	11	0.9810	NA	0	1.2900	NA	NA
contig_5535	10856	No terminal repeats	19	11	0.9810	NA	0	0.6435	NA	NA
contig_3531	53330	No terminal repeats	61	11	0.9809	NA	2	2.0496	FATA_prgL;FATA_cd411	NA
contig_9386	11036	No terminal repeats	17	11	0.9809	NA	2	2.9364	MOBP1	NA
contig_20444	6756	No terminal repeats	6	11	0.9809	NA	0	2.3973	NA	NA
contig_1001	12427	No terminal repeats	13	11	0.9809	NA	0	2.2580	NA	NA
contig_9655	7843	No terminal repeats	9	11	0.9809	NA	0	3.6909	NA	NA
contig_21890	5008	No terminal repeats	6	11	0.9808	NA	2	2.7300	MOBP1	NA
contig_871	2824	No terminal repeats	6	11	0.9807	NA	0	1.4952	NA	NA
contig_16298	5446	No terminal repeats	6	11	0.9807	NA	0	1.0963	MOBT;MOBT	NA
contig_4887	52489	No terminal repeats	43	11	0.9807	NA	1	3.6477	FATA_prgL	NA
contig_4199	22316	No terminal repeats	30	11	0.9806	NA	0	7.0007	NA	NA
contig_19225	2865	No terminal repeats	4	11	0.9806	NA	0	1.1986	NA	NA
contig_1572	12078	No terminal repeats	14	11	0.9806	NA	0	1.8942	NA	NA
contig_23736	7918	No terminal repeats	12	11	0.9805	NA	5	4.1345	T_virB10;T_virB9;T_virB8;T_virB2;T_virB11	NA
contig_21636	10656	No terminal repeats	18	11	0.9805	NA	0	6.6812	NA	NA
contig_19455	7032	No terminal repeats	7	11	0.9805	NA	0	2.7440	NA	NA
contig_11252	5783	No terminal repeats	6	11	0.9805	NA	0	2.2834	NA	NA
contig_12177	37001	No terminal repeats	44	11	0.9804	NA	2	12.5846	t4cp1	NA
contig_13451	2979	No terminal repeats	6	11	0.9804	NA	1	1.6887	NA	NA
contig_22825	5809	No terminal repeats	12	11	0.9804	NA	0	3.5328	NA	NA
contig_8461	5442	No terminal repeats	8	11	0.9804	NA	0	2.6464	MOBT	NA
contig_13132	6116	No terminal repeats	9	11	0.9803	NA	0	0.8526	NA	NA
contig_17596	5832	No terminal repeats	11	11	0.9803	NA	0	3.3276	NA	NA
contig_2221	10078	No terminal repeats	16	11	0.9802	NA	0	0.3334	NA	NA
contig_9199	5264	No terminal repeats	5	11	0.9802	NA	0	1.1625	NA	NA
contig_6941	11758	No terminal repeats	18	11	0.9802	NA	0	1.8668	NA	NA
contig_22104	3641	No terminal repeats	7	11	0.9801	NA	0	1.2173	NA	NA
contig_20601	8160	No terminal repeats	8	11	0.9801	NA	0	1.7183	NA	NA
contig_790	20882	No terminal repeats	34	11	0.9801	NA	0	0.7245	NA	NA
contig_4091	10583	No terminal repeats	17	11	0.9801	NA	0	6.9693	NA	NA
contig_22175	3681	No terminal repeats	7	11	0.9801	NA	0	2.0376	NA	NA
contig_3909	3403	No terminal repeats	5	11	0.9801	NA	0	1.2173	NA	NA
contig_24434	9180	DTR	11	11	0.9801	NA	0	2.8019	NA	NA
contig_13291	5754	No terminal repeats	10	11	0.9801	NA	0	1.0519	NA	NA
contig_25278	53313	No terminal repeats	95	11	0.9800	NA	6	1.5658	T_virB6;virb4;T_virB9;MOBQ	NA
contig_21432	3783	No terminal repeats	7	11	0.9800	NA	0	1.2173	NA	NA
contig_15921	4601	No terminal repeats	7	11	0.9800	NA	0	2.0376	NA	NA
contig_11444	8334	No terminal repeats	15	11	0.9800	NA	0	0.7309	FA_orf15	NA
contig_12976	7862	No terminal repeats	11	11	0.9800	NA	0	1.7183	NA	NA
contig_636	7237	No terminal repeats	12	11	0.9800	NA	0	1.2900	NA	NA
contig_21810	2773	No terminal repeats	7	11	0.9800	NA	0	1.6623	NA	NA
contig_12777	3325	No terminal repeats	6	11	0.9800	NA	1	1.6382	NA	NA
contig_633	4941	No terminal repeats	8	11	0.9800	NA	0	2.0376	NA	NA
contig_749	3607	No terminal repeats	7	11	0.9799	NA	0	1.2173	NA	NA
contig_5972	3815	No terminal repeats	3	11	0.9799	NA	0	2.3121	NA	NA
contig_635	2698	No terminal repeats	6	11	0.9798	NA	0	1.2900	NA	NA
contig_26213	8524	No terminal repeats	14	11	0.9798	NA	0	1.8040	NA	NA
contig_7901	46893	No terminal repeats	49	11	0.9798	NA	0	1.4818	NA	NA
contig_20207	5285	No terminal repeats	10	11	0.9797	NA	0	2.7852	NA	NA
contig_402	3487	No terminal repeats	9	11	0.9797	NA	0	3.6831	NA	NA
contig_874	3345	No terminal repeats	6	11	0.9797	NA	0	1.2173	NA	NA
contig_7169	3008	No terminal repeats	5	11	0.9797	NA	0	1.6799	NA	NA
contig_3499	3015	No terminal repeats	4	11	0.9796	NA	0	0.5424	NA	NA
contig_12565	3612	No terminal repeats	6	11	0.9796	NA	0	1.7770	NA	NA
contig_915	2684	No terminal repeats	5	11	0.9795	NA	0	1.0121	NA	NA
contig_812	2819	No terminal repeats	5	11	0.9794	NA	0	1.2173	NA	NA
contig_18975	3169	No terminal repeats	5	11	0.9794	NA	0	0.6562	NA	NA
contig_11407	6978	No terminal repeats	13	11	0.9793	NA	0	3.3276	NA	NA
contig_2126	6637	No terminal repeats	10	11	0.9793	NA	0	3.0749	NA	NA
contig_18180	3642	No terminal repeats	8	11	0.9793	NA	0	1.7183	NA	NA
contig_5136	5897	No terminal repeats	7	11	0.9792	NA	0	2.3973	NA	NA
contig_3376	6665	No terminal repeats	5	11	0.9792	NA	0	1.7410	NA	NA
contig_13118	6103	No terminal repeats	4	11	0.9792	NA	0	1.7410	NA	NA
contig_8567	12451	No terminal repeats	17	11	0.9791	NA	0	4.3425	NA	NA
contig_7184	6082	No terminal repeats	8	11	0.9791	NA	0	1.6673	NA	NA
contig_9233	11159	No terminal repeats	16	11	0.9791	NA	0	3.0816	NA	NA
contig_16276	5988	No terminal repeats	12	11	0.9790	NA	0	2.4345	NA	NA
contig_16929	5014	No terminal repeats	10	11	0.9790	NA	0	1.2900	NA	NA
contig_26100	10409	No terminal repeats	15	11	0.9790	NA	0	1.0963	MOBT;MOBT	NA
contig_936	3562	No terminal repeats	7	11	0.9789	NA	0	1.2173	NA	NA
contig_15043	18765	No terminal repeats	26	11	0.9789	NA	1	4.3785	NA	NA
contig_17506	6032	No terminal repeats	9	11	0.9789	NA	0	1.3266	NA	NA
contig_8828	14495	No terminal repeats	18	11	0.9789	NA	1	0.2565	MOBP1	NA
contig_814	4744	No terminal repeats	9	11	0.9789	NA	0	2.0376	NA	NA
contig_702	3429	No terminal repeats	8	11	0.9789	NA	0	1.4952	NA	NA
contig_19879	21999	No terminal repeats	22	11	0.9788	NA	0	1.3403	NA	NA
contig_17289	6073	No terminal repeats	10	11	0.9788	NA	0	1.7597	NA	NA
contig_26190	9147	No terminal repeats	15	11	0.9788	NA	0	1.0963	MOBT;MOBT	NA
contig_8574	19195	No terminal repeats	30	11	0.9787	NA	0	1.8835	NA	NA
contig_22703	2938	No terminal repeats	3	11	0.9787	NA	0	1.7183	NA	NA
contig_5332	22647	No terminal repeats	29	11	0.9787	NA	0	5.9438	NA	NA
contig_854	3297	No terminal repeats	7	11	0.9786	NA	0	1.2173	NA	NA
contig_9462	14954	No terminal repeats	28	11	0.9786	NA	2	1.4085	MOBQ	NA
contig_8833	4656	No terminal repeats	4	11	0.9786	NA	0	1.8549	NA	NA
contig_24386	6531	No terminal repeats	17	11	0.9786	NA	2	2.4863	T_virB5;virb4	NA
contig_828	2521	No terminal repeats	5	11	0.9785	NA	0	1.2173	NA	NA
contig_25475	18709	No terminal repeats	29	11	0.9785	NA	0	3.0276	NA	NA
contig_744	2832	No terminal repeats	5	11	0.9785	NA	0	1.2900	NA	NA
contig_22556	2824	No terminal repeats	6	11	0.9785	NA	0	1.4952	NA	NA
contig_8304	19729	No terminal repeats	27	11	0.9784	NA	0	1.4902	NA	NA
contig_4747	18036	No terminal repeats	17	11	0.9784	NA	0	1.6441	NA	NA
contig_16946	2718	No terminal repeats	3	11	0.9783	NA	0	0.5482	MOBT	NA
contig_7068	5022	No terminal repeats	7	11	0.9783	NA	0	2.3973	NA	NA
contig_9042	4205	No terminal repeats	4	11	0.9783	NA	0	1.7183	NA	NA
contig_11417	8425	No terminal repeats	11	11	0.9783	NA	0	0.7476	NA	NA
contig_16297	5639	No terminal repeats	10	11	0.9782	NA	0	4.0409	MOBT	NA
contig_14313	6606	No terminal repeats	7	11	0.9782	NA	0	2.3973	NA	NA
contig_12265	6636	No terminal repeats	6	11	0.9782	NA	0	2.3973	NA	NA
contig_4607	18909	No terminal repeats	26	11	0.9781	NA	0	0.6401	NA	NA
contig_3492	3491	No terminal repeats	3	11	0.9781	NA	0	1.1986	NA	NA
contig_1356	12955	No terminal repeats	18	11	0.9781	NA	0	5.9438	NA	NA
contig_2222	6810	No terminal repeats	12	11	0.9781	NA	0	2.2913	NA	NA
contig_10951	13455	No terminal repeats	25	11	0.9781	NA	0	3.4421	NA	NA
contig_16683	3629	No terminal repeats	8	11	0.9780	NA	0	1.9648	NA	NA
contig_22728	5538	No terminal repeats	11	11	0.9780	NA	0	3.5328	NA	NA
contig_20998	2796	No terminal repeats	4	11	0.9780	NA	1	1.8164	NA	NA
contig_3511	2741	No terminal repeats	3	11	0.9779	NA	0	1.1986	NA	NA
contig_19157	6451	No terminal repeats	12	11	0.9779	NA	0	3.2548	NA	NA
contig_713	6240	No terminal repeats	13	11	0.9779	NA	0	2.7124	NA	NA
contig_24578	9795	No terminal repeats	4	11	0.9778	NA	0	1.7183	NA	NA
contig_6961	6552	No terminal repeats	15	11	0.9778	NA	0	3.9297	NA	NA
contig_625	4539	No terminal repeats	7	11	0.9778	NA	0	1.2173	NA	NA
