gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	locus_tag
phage_comp_2_cycle_1_CDS_0011	4754	4290	-	phage_comp_2_cycle_1	-4535.285530273732	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0011
phage_comp_2_cycle_1_CDS_0012	5712	4759	-	phage_comp_2_cycle_1	-28731059.6149514	4930	262.0	0.434	1.198e-78	p87959 VI_12426	PHANOTATE	CDS	#07e9a2	baseplate hub	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0012
phage_comp_2_cycle_1_CDS_0013	6334	5717	-	phage_comp_2_cycle_1	-56559.17191998248	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0013
phage_comp_2_cycle_1_CDS_0014	8109	6331	-	phage_comp_2_cycle_1	-393620059775.2932	9959	132.0	0.439	5.415e-32	p39219 VI_01014	PHANOTATE	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0014
phage_comp_2_cycle_1_CDS_0015	8215	8093	-	phage_comp_2_cycle_1	-4.804640655734857	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0015
phage_comp_2_cycle_1_CDS_0016	8556	8272	-	phage_comp_2_cycle_1	-193.80547404379655	19076	132.0	0.706	2.193e-38	p214701 VI_06326	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0016
phage_comp_2_cycle_1_CDS_0017	8981	8574	-	phage_comp_2_cycle_1	-2564.882159925884	9206	75.0	0.242	1.592e-16	NC_009760_p41	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0017
phage_comp_2_cycle_1_CDS_0018	10162	8984	-	phage_comp_2_cycle_1	-28787413.605591	907	98.0	0.358	4.24e-23	NC_009542_p28	PHANOTATE	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0018
phage_comp_2_cycle_1_CDS_0019	11090	10173	-	phage_comp_2_cycle_1	-255517.68704010668	267	74.0	0.209	1.293e-15	NC_031123_p36	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0019
phage_comp_2_cycle_1_CDS_0020	12260	11124	-	phage_comp_2_cycle_1	-227339274.88612545	2976	265.0	0.445	3.808e-80	p126860 VI_01011	PHANOTATE	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0020
phage_comp_2_cycle_1_CDS_0021	12355	12257	-	phage_comp_2_cycle_1	-0.1020528737021427	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0021
phage_comp_2_cycle_1_CDS_0022	12345	12851	+	phage_comp_2_cycle_1	-3175.718372436977	4151	98.0	0.385	1.585e-25	p284557 VI_05952	PHANOTATE	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0022
phage_comp_2_cycle_1_CDS_0023	12848	13519	+	phage_comp_2_cycle_1	-23228.48954440992	38	49.0	0.223	1.919e-07	p428778 VI_10880	PHANOTATE	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0023
phage_comp_2_cycle_1_CDS_0024	13712	13485	-	phage_comp_2_cycle_1	-0.5900941147354944	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0024
phage_comp_2_cycle_1_CDS_0025	13771	14376	+	phage_comp_2_cycle_1	-1228.3001873870808	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0025
phage_comp_2_cycle_1_CDS_0026	14379	14819	+	phage_comp_2_cycle_1	-8169.587047919788	195	102.0	0.411	2.418e-27	p126863 VI_01011	PHANOTATE	CDS	#35d7ff	head-tail adaptor	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0026
phage_comp_2_cycle_1_CDS_0027	14869	16146	+	phage_comp_2_cycle_1	-10419296718.619267	113	153.0	0.286	1.554e-40	p68996 VI_00707	PHANOTATE	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0027
phage_comp_2_cycle_1_CDS_0028	16146	17528	+	phage_comp_2_cycle_1	-15013597067.639528	23416	350.0	0.552	2.388e-107	p126865 VI_01011	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0028
phage_comp_2_cycle_1_CDS_0029	17642	18250	+	phage_comp_2_cycle_1	-3053.8739333891945	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0029
phage_comp_2_cycle_1_CDS_0030	18253	18750	+	phage_comp_2_cycle_1	-1946.3465617342836	6911	124.0	0.463	7.277e-35	p352299 VI_01044	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0030
phage_comp_2_cycle_1_CDS_0031	18830	18940	+	phage_comp_2_cycle_1	-3.170286253954698	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0031
phage_comp_2_cycle_1_CDS_0032	18948	19091	+	phage_comp_2_cycle_1	-0.2116081354990454	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0032
phage_comp_2_cycle_1_CDS_0033	19781	19137	-	phage_comp_2_cycle_1	-60057.988044491576	846	151.0	0.403	1.047e-42	p297983 VI_01031	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0033
phage_comp_2_cycle_1_CDS_0034	20181	19783	-	phage_comp_2_cycle_1	-1394.1407796199308	14123	240.0	0.891	3.12e-75	p126870 VI_01011	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0034
phage_comp_2_cycle_1_CDS_0035	20516	20139	-	phage_comp_2_cycle_1	-183.00250228434368	27527	183.0	0.925	5.549e-56	p126871 VI_01011	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0035
phage_comp_2_cycle_1_CDS_0036	20823	20533	-	phage_comp_2_cycle_1	-274.8654541423405	19650	197.0	0.981	4.484e-61	p231657 VI_01046	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0036
phage_comp_2_cycle_1_CDS_0037	21024	20836	-	phage_comp_2_cycle_1	-20.791317778031612	28825	148.0	1.0	1.148e-44	p414466 VI_01047	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0037
phage_comp_2_cycle_1_CDS_0038	21215	21021	-	phage_comp_2_cycle_1	-205.05001950629227	7429	50.0	0.914	1.652e-10	NC_026605_p70	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0038
phage_comp_2_cycle_1_CDS_0039	21450	21280	-	phage_comp_2_cycle_1	-35.514215400646286	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0039
phage_comp_2_cycle_1_CDS_0040	22076	21456	-	phage_comp_2_cycle_1	-1776.5715905833579	6891	312.0	0.753	5.767e-99	p126525 VI_01034	PHANOTATE	CDS	#838383	ATPase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0040
phage_comp_2_cycle_1_CDS_0041	22987	22073	-	phage_comp_2_cycle_1	-536219.7883973242	296	160.0	0.347	1.585e-44	p199288 VI_08191	PHANOTATE	CDS	#fea328	DNA transposition protein	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0041
phage_comp_2_cycle_1_CDS_0042	23140	23048	-	phage_comp_2_cycle_1	-4.204718986856455	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0042
phage_comp_2_cycle_1_CDS_0043	25206	23152	-	phage_comp_2_cycle_1	-966049242951.3055	310	105.0	0.221	1.67e-24	p269645 VI_06241	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0043
phage_comp_2_cycle_1_CDS_0044	25595	25218	-	phage_comp_2_cycle_1	-1148.2537401984096	16858	124.0	0.52	2.37e-35	p253684 VI_05497	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0044
phage_comp_2_cycle_1_CDS_0045	25685	25807	+	phage_comp_2_cycle_1	-1.37420269471551	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0045
phage_comp_2_cycle_1_CDS_0046	26181	25798	-	phage_comp_2_cycle_1	-38.26910085060092	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0046
phage_comp_2_cycle_1_CDS_0047	26378	26923	+	phage_comp_2_cycle_1	-585.8771925445187	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0047
phage_comp_2_cycle_1_CDS_0048	26938	27195	+	phage_comp_2_cycle_1	-273.2141759617877	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0048
phage_comp_2_cycle_1_CDS_0049	27247	27651	+	phage_comp_2_cycle_1	-14147.143000602828	28692	61.0	0.316	8.377e-13	p8150 VI_11181	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0049
phage_comp_2_cycle_1_CDS_0050	27835	27680	-	phage_comp_2_cycle_1	-22.693261848049968	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0050
phage_comp_2_cycle_1_CDS_0051	28013	27918	-	phage_comp_2_cycle_1	-0.1922196087964478	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0051
phage_comp_2_cycle_1_CDS_0052	28307	28035	-	phage_comp_2_cycle_1	-1.8480935734229476	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0052
phage_comp_2_cycle_1_CDS_0053	28619	28347	-	phage_comp_2_cycle_1	-198.47115863507904	10608	108.0	0.742	2.3160000000000003e-30	p253646 VI_01351	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0053
phage_comp_2_cycle_1_CDS_0054	29015	28899	-	phage_comp_2_cycle_1	-0.3592663597191105	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0054
phage_comp_2_cycle_1_CDS_0055	29773	29099	-	phage_comp_2_cycle_1	-383185.9096366577	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0055
phage_comp_2_cycle_1_CDS_0056	30596	29763	-	phage_comp_2_cycle_1	-6940744.376268001	56	93.0	0.285	2.422e-22	NC_029057_p67	PHANOTATE	CDS	#838383	DNA methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0056
phage_comp_2_cycle_1_CDS_0057	30892	30650	-	phage_comp_2_cycle_1	-550.5644389246122	17790	118.0	0.758	3.9420000000000005e-34	p370739 VI_05496	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0057
phage_comp_2_cycle_1_CDS_0058	31001	30879	-	phage_comp_2_cycle_1	-1.509590608213378	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0058
phage_comp_2_cycle_1_CDS_0059	31273	31172	-	phage_comp_2_cycle_1	-0.8247880893945027	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0059
phage_comp_2_cycle_1_CDS_0060	32877	31372	-	phage_comp_2_cycle_1	-137355113168.59216	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_2_cycle_1_CDS_0060
phage_comp_4_cycle_1_CDS_0001	130	222	+	phage_comp_4_cycle_1	-0.3761713199830065	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0001
phage_comp_4_cycle_1_CDS_0002	372	557	+	phage_comp_4_cycle_1	-6.180013688444493	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0002
phage_comp_4_cycle_1_CDS_0003	1221	673	-	phage_comp_4_cycle_1	-123384.28825673847	30647	364.0	1.0	1.319e-117	p57879 VI_01000	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0003
phage_comp_4_cycle_1_CDS_0004	1889	1224	-	phage_comp_4_cycle_1	-356219.4381931162	4	48.0	0.302	7.772e-08	p259758 VI_06270	PHANOTATE	CDS	#a861e3	transcriptional repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0004
phage_comp_4_cycle_1_CDS_0005	1884	1985	+	phage_comp_4_cycle_1	-0.0753221444434037	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0005
phage_comp_4_cycle_1_CDS_0006	2122	2523	+	phage_comp_4_cycle_1	-2179.515781653495	16858	187.0	0.757	4.92e-57	p253684 VI_05497	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0006
phage_comp_4_cycle_1_CDS_0007	2536	4530	+	phage_comp_4_cycle_1	-4187154949654725.5	310	55.0	0.169	3.024e-09	p269645 VI_06241	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0007
phage_comp_4_cycle_1_CDS_0008	4559	5434	+	phage_comp_4_cycle_1	-625372.9954410236	296	128.0	0.311	8.131e-34	p199288 VI_08191	PHANOTATE	CDS	#fea328	DNA transposition protein	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0008
phage_comp_4_cycle_1_CDS_0009	5434	6114	+	phage_comp_4_cycle_1	-26822.564377070466	6891	269.0	0.67	9.077e-84	p126525 VI_01034	PHANOTATE	CDS	#838383	ATPase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0009
phage_comp_4_cycle_1_CDS_0010	6167	6340	+	phage_comp_4_cycle_1	-68.61500154860461	7429	50.0	0.907	2.273e-10	NC_026605_p70	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0010
phage_comp_4_cycle_1_CDS_0011	6343	6633	+	phage_comp_4_cycle_1	-347.44988919002066	19650	141.0	0.73	1.0509999999999999e-41	p231657 VI_01046	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0011
phage_comp_4_cycle_1_CDS_0012	6641	6940	+	phage_comp_4_cycle_1	-276.15265391365426	27527	156.0	0.811	1.212e-46	p126871 VI_01011	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0012
phage_comp_4_cycle_1_CDS_0013	6898	7350	+	phage_comp_4_cycle_1	-1081.4377469825502	14123	231.0	0.84	2.3690000000000004e-72	p126870 VI_01011	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0013
phage_comp_4_cycle_1_CDS_0014	7397	7918	+	phage_comp_4_cycle_1	-3307.5314015383465	491	98.0	0.365	1.7380000000000001e-25	p189101 VI_06305	PHANOTATE	CDS	#ffdf59	Mu Gam-like end protection	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0014
phage_comp_4_cycle_1_CDS_0015	7915	8109	+	phage_comp_4_cycle_1	-11.716847168031762	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0015
phage_comp_4_cycle_1_CDS_0016	8123	8356	+	phage_comp_4_cycle_1	-0.6886439600944307	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_4_cycle_1_CDS_0016
